BID,asp,af
T2381_1,22.1,0.254
AC215_1,168.2,-0.066
T8252_2,169.8,-0.347
T2391_1,158.4,-0.36
AC194_3,280.3,0.021
T8259_2,259.3,-0.053
T2401_2,202.1,-0.288
T8266_1,164.1,-0.233
T8213_2,242.4,-0.376
T17480_1,131.0,-0.235
T8248_1,280.0,0.022
T16008_2,137.0,-0.083
L168_4,266.8,-0.012
T8264_1,301.2,0.449
T8281_2,60.1,0.084
T14747_1,114.4,-0.185
T8239_1,86.4,0.053
T2392_1,74.6,0.052
T2392_2,320.2,0.309
T8267_2,302.9,0.072
T2395_1,183.4,-0.615
T8275_1,157.5,-0.431
T8239_2,227.1,-0.624
T8266_2,286.9,0.079
T8227_2,16.4,0.624
T8227_1,50.3,0.536
T16930_1,39.6,0.488
T2413_2,279.6,0.056
T2507_1,119.4,-0.127
T2507_2,210.6,-0.118
T8276_2,169.3,-0.165
T8264_2,299.3,0.397
T8260_1,75.0,0.008
L167_2,284.0,0.131
T15818_2,177.9,-0.504
T2391_2,218.1,-0.126
T2396_1,190.2,-0.138
T2388_2,277.7,0.036
T8247_2,249.9,-0.269
T2388_1,81.7,0.033
T2397_2,239.8,-0.398
T2413_1,99.2,-0.042
T15818_1,180.0,-0.588
T8277_2,295.3,0.086
T8281_1,98.7,-0.084
T2475_2,288.6,0.209
T8290_1,309.4,0.554
T15474_2,289.9,0.209
T8277_1,128.5,-0.206
T2389_2,311.1,0.029
T8259_1,243.2,-0.331
T8287_2,354.5,0.189
T2402_2,258.6,-0.102
T2410_1,165.2,-0.125
T2410_2,251.6,-0.038
T2421_2,229.3,-0.175
T2421_1,152.2,-0.287
T2416_2,219.3,-0.58
T16930_2,250.9,-0.266
T2412_2,245.8,-0.283
AC198_1,29.0,0.722
L169_3,345.8,0.249
T2412_1,186.5,-0.728
T2486_2,298.9,0.134
L169_2,124.4,-0.028
T2402_1,164.4,-0.487
T8287_1,63.9,0.128
T2475_1,126.7,-0.258
T8311_1,180.9,-0.208
T8311_2,298.0,0.282
T8288_2,304.1,0.25
T8288_1,19.6,0.241
T8290_2,301.0,0.384
T2416_1,169.7,-0.625
T17482_2,326.1,0.354
T8289_1,19.1,0.258
T8289_2,279.6,0.071
T17482_1,126.7,-0.231
T2418_2,349.3,0.93
AC199_3,14.0,0.889
T2418_1,359.2,0.847
T8260_2,279.8,0.012
T2423_1,120.0,-0.167
T2378_2,260.5,-0.102
T2378_1,32.7,0.67
T2423_2,251.3,-0.062
T8294_2,311.0,0.092
T15165_2,284.0,0.107
T8278_2,278.8,0.077
T2411_1,6.6,0.066
AC196_5,324.8,0.068
T8312_2,252.8,-0.042
T14774_2,283.3,0.043
T8279_1,285.8,0.124
T2400_2,325.2,0.155
T2386_2,337.0,0.208
L170_1,234.7,-0.008
T8295_1,117.3,-0.215
T8294_1,267.4,-0.007
T8292_1,186.4,-0.75
T8292_2,264.3,-0.074
T8313_2,291.5,0.195
T2411_2,203.9,-0.144
T8271_1,69.1,0.295
T8295_2,227.1,-0.146
T14774_1,117.8,-0.24
L169_1,37.8,0.187
T2486_1,289.2,0.027
T8298_2,11.1,0.245
T8298_1,44.1,0.285
T17089_2,314.1,0.315
T8315_2,350.3,0.292
T8278_1,341.4,0.131
T8333_1,309.8,0.466
T8310_2,287.6,0.108
T8333_2,295.5,0.328
AC416_4,332.3,0.013
L173_3,11.1,0.298
T8310_1,194.8,-0.024
T8286_2,209.6,-0.36
L171_1,155.4,-0.084
T2509_1,17.8,0.183
T8301_1,34.8,0.29
T8283_2,351.1,0.189
L172_3,265.7,-0.049
T8325_2,315.4,0.307
L172_2,112.8,-0.006
L170_2,304.1,0.272
T2485_1,167.7,-0.344
T2485_2,279.1,0.133
T8313_1,220.0,-0.437
T8306_1,277.3,0.04
T8306_2,281.3,0.105
T8291_2,226.1,-0.134
T8309_1,348.0,0.477
T8154_2,279.8,0.014
T8154_1,210.2,-0.071
T8286_1,208.0,-0.328
T8315_1,149.2,-0.454
L173_2,141.2,-0.018
T8304_1,309.6,0.081
T8312_1,161.1,-0.161
L173_1,142.2,-0.501
L171_2,311.7,0.303
AC196_3,286.8,0.064
T8291_1,129.7,-0.476
T8279_2,297.6,0.211
T8350_2,312.2,0.085
T8350_1,141.2,-0.115
T8345_1,340.1,0.124
T8338_2,271.9,0.02
T15823_1,133.2,-0.303
T15823_2,202.2,-0.382
T8301_2,217.8,-0.306
T16929_1,45.7,0.603
T16929_2,240.9,-0.402
T2398_2,221.3,-0.333
T2398_1,35.2,0.21
T8243_2,39.1,0.645
T16927_1,354.4,0.825
T8243_1,31.6,0.738
T8309_2,237.8,-0.185
T8340_2,292.8,0.134
T8340_1,150.5,-0.235
T2455_1,263.2,-0.01
T8353_1,199.9,-0.105
T16007_2,216.5,-0.042
T8341_2,278.2,0.006
T8341_1,131.9,-0.176
T8328_1,334.1,0.157
T15475_2,3.9,0.446
T15475_1,76.1,0.17
T8327_2,134.3,-0.241
T8327_1,178.5,-0.253
T16927_2,301.7,0.418
T8338_1,171.9,-0.476
T8304_2,203.6,-0.157
T15165_1,236.7,-0.462
T2425_2,227.4,-0.275
T8293_1,94.4,-0.061
AC197_2,310.2,0.183
T17089_1,161.8,-0.27
AC416_2,11.9,0.276
T8336_1,95.6,-0.025
L172_1,175.0,-0.291
T8316_1,47.7,0.533
T2386_1,178.7,-0.264
T2403_1,67.1,0.14
T8316_2,16.0,0.668
T2404_2,305.8,0.26
L174_2,21.5,0.04
T8336_2,198.4,-0.169
T8368_1,178.7,-0.04
T8367_1,306.4,0.124
T8349_2,319.4,0.161
T8368_2,245.2,-0.018
T2425_1,172.3,-0.385
T8271_2,99.3,-0.119
T2355_2,295.6,0.121
T2399_1,45.5,0.408
AC199_1,33.9,0.706
T8321_2,346.0,0.108
L174_3,277.3,0.081
T8344_1,16.3,0.372
T8355_2,341.5,0.489
T8346_1,52.5,0.143
T8283_1,28.5,0.085
T2427_1,27.1,0.773
T2427_2,252.9,-0.101
AC200_5,269.5,-0.006
AC198_2,306.7,0.136
T8349_1,138.4,-0.09
T8280_2,46.0,0.265
T8244_2,42.9,0.063
T8244_1,58.0,0.341
T8323_2,302.6,0.23
T2426_2,229.8,-0.335
T8323_1,0.4,0.317
L175_2,27.8,0.229
T8321_1,159.4,-0.224
T8331_1,322.1,0.167
AC416_1,39.9,0.165
T8328_2,266.8,-0.022
T8329_1,342.4,0.251
T2399_2,253.9,-0.208
T8325_1,150.0,-0.333
T14773_2,285.3,0.057
T8386_1,90.4,-0.0
T2509_2,165.8,-0.385
T8370_2,311.9,0.226
T8322_2,231.2,-0.228
L175_3,313.3,0.06
L174_1,156.3,-0.647
L173_4,198.1,-0.213
T2426_1,155.6,-0.374
T2403_2,262.8,-0.062
T8394_1,229.7,-0.315
T8394_2,263.7,-0.054
T8285_2,309.1,0.408
T16915_2,278.7,0.125
T8360_2,327.2,0.304
T8354_1,353.0,0.246
T2440_2,288.6,0.06
T2439_2,274.9,0.013
T8317_1,293.2,0.377
T8335_2,258.5,-0.05
T8335_1,312.8,0.086
T8370_1,185.1,-0.82
T2355_1,96.5,-0.06
T17478_1,101.1,-0.06
T2439_1,222.4,-0.434
T8318_1,42.7,0.402
T8318_2,348.6,0.726
T17478_2,145.1,-0.202
T8314_2,220.8,-0.207
T8342_1,241.0,-0.111
T8296_1,31.5,0.736
T8345_2,180.0,-0.122
T2400_1,220.3,-0.15
T8342_2,253.2,-0.102
T8308_2,239.9,-0.423
T2430_2,264.5,-0.069
T8299_2,320.4,0.376
T8299_1,21.2,0.368
T8303_1,27.9,0.253
T2424_1,159.1,-0.342
T2424_2,184.7,-0.387
T8332_1,252.7,-0.207
T2438_2,245.8,-0.217
T8363_2,300.1,0.274
T8353_2,196.1,-0.197
T8293_2,75.0,0.2
T8296_2,302.3,0.4
T14773_1,139.6,-0.179
T2473_2,288.8,0.196
T2473_1,114.4,-0.221
T8280_1,238.3,-0.037
T16007_1,314.3,0.065
T8367_2,133.5,-0.138
T8274_1,94.4,-0.031
T2404_1,155.1,-0.136
T8347_1,201.8,-0.148
T8383_2,305.1,0.114
T8378_2,303.0,0.162
T2440_1,110.5,-0.008
T8329_2,247.1,-0.141
T8354_2,190.8,-0.291
T8356_1,290.1,0.183
T8347_2,133.4,-0.125
T8331_2,226.5,-0.179
T16915_1,122.6,-0.442
T8346_2,149.7,-0.159
T8320_1,135.6,-0.387
T8317_2,280.3,0.153
T8355_1,119.9,-0.229
T8320_2,176.3,-0.539
L176_3,288.6,0.073
T8358_1,42.1,0.416
T8297_2,359.0,0.715
L176_2,239.7,-0.008
T8314_1,154.0,-0.264
T2438_1,208.2,-0.378
T2455_2,212.1,-0.18
T8297_1,35.9,0.533
L175_1,42.2,0.204
L177_3,244.7,-0.103
T8371_2,326.2,0.417
T8274_2,166.6,-0.188
L177_1,283.6,0.028
T8371_1,248.0,-0.093
T8419_1,191.4,-0.149
T8332_2,260.6,-0.12
T8386_2,146.7,-0.353
T8308_1,228.6,-0.569
T2444_2,276.3,0.031
T8373_1,339.0,0.343
T8360_1,251.6,-0.096
T8419_2,233.7,-0.38
T8392_2,286.4,0.134
T8344_2,196.3,-0.173
T8393_2,304.9,0.078
T8322_1,209.4,-0.147
T8378_1,265.7,-0.016
T8307_2,267.8,-0.017
T8375_1,329.6,0.186
T8389_2,289.9,0.089
T8302_1,358.6,0.627
T8377_2,318.9,0.575
T8352_1,26.4,0.331
T8352_2,323.0,0.153
T8376_2,126.4,-0.09
T8400_2,313.1,0.429
T8141_2,4.0,0.323
T8285_1,46.7,0.407
T8399_1,110.0,-0.142
T8399_2,262.8,-0.014
L176_1,174.9,-0.066
T8402_1,302.6,0.251
T8395_2,46.8,0.05
T16913_2,260.8,-0.132
T2430_1,238.0,-0.346
T8398_2,255.2,-0.12
T8398_1,105.5,-0.111
T8410_2,278.3,0.092
T8363_1,277.2,0.064
T8389_1,205.2,-0.274
T8392_1,158.1,-0.111
T8146_2,301.3,0.28
T8146_1,47.8,0.168
T8393_1,204.0,-0.202
T8400_1,151.8,-0.13
T8383_1,179.7,-0.225
T16913_1,135.3,-0.593
T8410_1,157.9,-0.474
T8303_2,292.1,0.02
T8431_2,301.6,0.173
T8431_1,141.0,-0.202
T8356_2,266.3,-0.027
T15047_2,234.8,-0.441
L178_1,80.2,0.018
T15047_1,358.8,0.716
T8401_1,175.3,-0.207
T8366_1,275.0,0.072
L179_3,289.9,0.216
T8415_1,117.0,-0.209
T8405_2,234.0,-0.211
T8376_1,76.4,0.036
T8415_2,253.2,-0.071
L178_2,210.4,-0.143
T17087_2,321.5,0.32
T2419_1,13.6,0.069
T15478_1,69.7,0.251
T8384_2,279.4,0.093
T15478_2,65.1,0.178
T8384_1,3.9,0.373
T8358_2,68.3,0.093
T8343_2,65.5,0.288
T2419_2,285.7,0.111
L177_2,14.4,0.209
T2472_2,312.2,0.364
T2444_1,144.9,-0.42
T2452_2,297.6,0.059
T2594_1,118.3,-0.137
T8364_2,273.4,0.007
T2594_2,217.7,-0.227
T8364_1,331.6,0.084
T2472_1,125.3,-0.297
T8373_2,221.8,-0.243
T8372_2,11.8,0.391
L179_2,224.9,-0.095
T8372_1,102.9,-0.088
T8365_2,0.7,0.426
T17087_1,153.8,-0.257
T8408_1,77.3,0.049
T8379_2,331.2,0.7
T2453_1,11.2,0.208
T8405_1,175.7,-0.245
T8141_1,69.4,0.116
T8408_2,153.4,-0.167
T8361_1,85.9,0.024
L180_1,45.2,0.006
T8418_1,80.0,0.022
T8319_1,107.7,-0.037
T8307_1,271.4,0.009
T8423_2,184.7,-0.152
T8379_1,22.1,0.298
T17090_2,320.3,0.245
T17095_1,44.0,0.477
T8432_2,28.3,0.152
T8407_1,351.9,0.734
T2459_1,321.9,0.388
T8375_2,211.7,-0.127
T8236_1,357.3,0.218
T14640_1,14.0,0.228
T2445_2,242.2,-0.085
T8422_2,228.6,-0.191
T8422_1,57.6,0.184
T8269_2,299.5,0.108
T8269_1,355.6,0.224
T8362_2,255.7,-0.112
T8362_1,343.7,0.38
T2474_2,304.3,0.262
T17096_1,14.2,0.068
T8324_1,354.7,0.769
T8324_2,304.5,0.406
T2437_2,267.9,-0.027
T2436_1,276.0,0.074
T17097_2,46.3,0.025
T2457_1,203.8,-0.003
T8423_1,178.8,-0.034
T17090_1,148.6,-0.302
L181_1,258.5,-0.007
T8443_2,172.4,-0.102
T8435_2,199.2,-0.07
T8236_2,34.4,0.421
T8444_2,302.9,0.101
T8334_1,2.5,0.697
T8424_1,287.8,0.107
T8443_1,112.0,-0.008
T8361_2,196.7,-0.322
T8444_1,114.5,-0.017
T8436_1,171.4,-0.55
T16923_2,290.0,0.249
AC196_2,270.0,-0.0
T8449_1,133.4,-0.073
T16923_1,192.1,-0.663
T8449_2,256.5,-0.029
T2484_2,286.0,0.186
T2443_1,350.5,0.058
T2443_2,235.0,-0.107
T2453_2,185.2,-0.332
T8406_2,18.4,0.222
T8334_2,293.8,0.223
T8391_1,156.4,-0.242
T2428_2,316.3,0.463
T8359_1,335.4,0.625
T2428_1,23.8,0.724
T2468_1,84.7,0.055
L182_2,148.8,-0.048
T8348_1,42.8,0.352
T8348_2,350.1,0.757
T8357_2,347.6,0.65
T14640_2,350.7,0.245
AC200_4,8.4,0.723
T2323_2,295.0,0.149
T2323_1,43.2,0.167
T8391_2,241.7,-0.186
T16926_1,352.4,0.483
T16921_2,287.7,0.218
T2593_2,268.4,-0.007
T8395_1,175.2,-0.089
T17095_2,175.8,-0.555
T2458_2,324.5,0.39
T8418_2,256.2,-0.044
T8357_1,266.1,-0.03
T16926_2,256.1,-0.156
T8359_2,289.1,0.232
T2447_2,262.4,-0.06
T16928_1,12.1,0.633
L180_2,267.8,-0.009
T8377_1,174.6,-0.391
T8402_2,227.9,-0.533
T2615_2,135.7,-0.07
T8424_2,242.7,-0.135
L183_2,244.1,-0.031
T8381_1,295.2,0.233
L183_1,197.6,-0.053
T2593_1,111.7,-0.195
T8428_1,90.1,-0.001
T16922_2,304.4,0.328
L184_1,210.3,-0.068
T2474_1,147.0,-0.556
T2445_1,155.3,-0.233
T17097_1,175.0,-0.143
T8426_1,131.0,-0.102
T2484_1,176.2,-0.183
T8426_2,165.1,-0.154
T2460_2,339.9,0.529
T8417_1,294.1,0.13
T2454_1,167.8,-0.247
T2454_2,228.0,-0.036
T2462_2,246.1,-0.058
T14775_2,303.6,0.436
T8339_1,29.2,0.627
T8388_1,290.5,0.16
AC418_1,352.6,0.141
T2459_2,207.5,-0.331
T8339_2,285.5,0.234
T8448_2,255.7,-0.079
T8445_2,278.0,0.03
T2452_1,212.1,-0.346
T16922_1,224.3,-0.385
T8406_1,95.5,-0.021
AC197_3,327.4,0.051
T2435_2,264.4,-0.067
T2435_1,69.6,0.147
T2429_2,292.8,0.255
T2429_1,17.1,0.55
T8417_2,266.1,-0.025
T8401_2,146.4,-0.078
T8366_2,264.8,-0.078
T8319_2,284.4,0.024
T8343_1,75.9,0.191
T2436_2,252.8,-0.2
T16921_1,244.3,-0.173
L179_1,266.4,-0.025
T14775_1,80.3,0.142
T2448_1,27.8,0.056
T16925_2,259.5,-0.089
T16925_1,11.9,0.674
T8448_1,163.2,-0.191
T8374_2,243.4,-0.095
T8436_2,186.8,-0.368
T2457_2,196.9,-0.068
T8374_1,41.2,0.056
T8413_2,290.0,0.079
T8451_2,326.9,0.248
T2482_2,308.6,0.167
T8467_2,62.5,0.077
T8433_1,283.6,0.024
T8432_1,170.3,-0.031
T8437_2,174.6,-0.243
T8409_2,291.7,0.2
T8409_1,8.4,0.472
T8429_2,282.8,0.049
T8365_1,228.7,-0.173
AC422_2,1.2,0.255
T8380_2,293.1,0.079
T2517_1,6.0,0.647
T17088_2,317.0,0.425
T17096_2,172.9,-0.258
T2462_1,210.5,-0.196
T8337_1,320.1,0.58
T15623_2,261.1,-0.105
T8380_1,295.4,0.117
T17484_1,58.7,0.149
T8407_2,193.4,-0.107
T8442_2,260.9,-0.065
T8434_1,236.9,-0.133
T2447_1,214.4,-0.472
T2437_1,235.4,-0.339
T8435_1,201.1,-0.059
T8433_2,273.8,0.014
T8437_1,93.0,-0.014
T8434_2,256.6,-0.137
T16928_2,228.5,-0.511
T8390_2,282.1,0.08
T17484_2,251.2,-0.047
T8390_1,109.4,-0.099
L181_2,224.8,-0.221
T8445_1,215.3,-0.064
T8404_2,258.2,-0.119
T8428_2,137.7,-0.091
T8351_2,340.9,0.549
T8351_1,17.3,0.834
T8429_1,163.0,-0.22
T2468_2,182.9,-0.453
T16920_1,339.6,0.387
T8414_1,136.0,-0.584
L182_1,217.3,-0.063
L184_2,206.3,-0.074
T8442_1,155.4,-0.457
T2463_1,347.8,0.302
T15623_1,57.8,0.374
T8337_2,288.5,0.244
T2458_1,217.8,-0.186
T2615_1,133.2,-0.05
T2513_1,17.5,0.717
T8381_2,215.1,-0.705
T8411_2,247.6,-0.226
T8421_1,31.4,0.152
T8421_2,325.3,0.456
T8440_2,237.4,-0.249
T8404_1,218.0,-0.551
T8135_1,343.1,0.49
T2460_1,199.0,-0.28
T2448_2,209.7,-0.138
T15052_2,295.3,0.248
T8388_2,218.4,-0.576
L186_1,59.7,0.101
T8468_2,56.4,0.246
AC200_1,48.6,0.522
T8414_2,163.7,-0.432
T8385_2,83.9,0.096
T2513_2,195.9,-0.749
T8302_2,37.1,0.341
T8411_1,235.1,-0.178
T2467_2,207.3,-0.664
T2467_1,83.2,0.055
T8450_2,279.5,0.101
T8450_1,275.4,0.03
T8468_1,161.4,-0.495
T8489_1,2.9,0.068
T8489_2,314.3,0.116
T8451_1,277.0,0.038
T2517_2,174.7,-0.716
T8458_1,312.9,0.097
T8473_2,264.6,-0.033
L185_1,155.9,-0.023
T8470_2,213.2,-0.176
T8470_1,85.0,0.013
AC204_1,237.9,-0.039
T8397_2,296.1,0.187
T8397_1,340.1,0.222
T8455_1,114.1,-0.05
T8462_2,251.1,-0.086
T8463_1,212.0,-0.14
T2482_1,224.3,-0.169
T8493_1,133.6,-0.009
T8473_1,122.6,-0.209
T8413_1,228.6,-0.115
L185_2,173.2,-0.217
T8467_1,133.2,-0.072
T8463_2,287.3,0.088
L186_4,239.0,-0.13
T2515_1,17.2,0.752
T2506_2,272.8,0.008
T8475_2,309.5,0.179
T2506_1,116.4,-0.262
T8466_1,328.0,0.108
T2463_2,214.6,-0.223
T17088_1,185.1,-0.534
T8474_2,205.5,-0.711
T8475_1,149.1,-0.256
T8457_2,319.8,0.184
T14639_1,351.3,0.31
T8464_2,191.1,-0.163
L186_3,335.3,0.101
T8462_1,299.9,0.125
T17725_2,253.5,-0.212
T2466_1,20.1,0.667
T8385_1,78.2,0.191
T8457_1,88.9,0.004
T17085_2,308.0,0.203
T8485_1,280.5,0.113
T8455_2,212.7,-0.034
T2515_2,204.8,-0.707
T8458_2,180.8,-0.253
T2466_2,213.9,-0.465
T8474_1,198.3,-0.716
T15050_1,47.0,0.574
T15050_2,266.6,-0.037
T8460_1,200.9,-0.21
T8469_2,213.0,-0.049
T8469_1,147.0,-0.129
T2471_2,300.5,0.289
T2464_2,354.0,0.503
T16920_2,223.5,-0.429
T8483_2,136.1,-0.214
T8465_2,353.3,0.747
T8465_1,2.7,0.703
T8440_1,225.9,-0.284
T8460_2,252.8,-0.092
T2470_2,357.7,0.7
T2516_1,358.5,0.79
T8488_1,36.1,0.136
T8135_2,26.4,0.29
T2514_1,8.4,0.747
T8427_2,225.0,-0.51
T8464_1,160.9,-0.112
L187_1,36.2,0.039
T2512_2,4.3,0.672
T8488_2,224.9,-0.5
T8508_1,42.2,0.041
T15049_1,24.5,0.735
T2417_2,30.7,0.69
T8479_1,88.4,0.013
T2417_1,47.2,0.537
AC199_2,310.7,0.096
T17085_1,159.0,-0.425
T2465_2,281.9,0.08
T8479_2,190.1,-0.349
L188_3,225.2,-0.138
L188_2,117.2,-0.009
T8494_1,55.3,0.163
L187_2,156.2,-0.346
T8486_2,218.3,-0.168
T8456_2,34.3,0.171
T8483_1,128.7,-0.297
T8494_2,225.8,-0.197
T8481_2,211.3,-0.179
T8471_2,236.1,-0.333
T8471_1,92.5,-0.024
AC204_4,213.2,-0.059
T17091_2,203.0,-0.492
T17091_1,46.0,0.29
T15052_1,242.9,-0.325
L189_1,99.8,-0.069
L189_3,7.6,0.055
T8497_2,254.7,-0.077
T2461_2,232.3,-0.405
T2469_2,174.7,-0.749
T2469_1,161.6,-0.506
T8427_1,202.3,-0.756
T14639_2,339.5,0.102
T8485_2,263.2,-0.04
T16924_1,358.5,0.769
T17725_1,220.7,-0.535
T16924_2,194.2,-0.669
L189_4,258.0,-0.135
T8425_2,13.6,0.645
T8425_1,15.2,0.577
T15049_2,235.5,-0.399
T2514_2,202.6,-0.582
L189_2,176.6,-0.764
T8500_2,295.4,0.173
T8412_2,19.5,0.489
T8487_1,66.5,0.104
T8481_1,223.8,-0.174
T2461_1,217.0,-0.496
T8493_2,146.8,-0.043
L190_2,254.2,-0.02
T8505_1,73.4,0.138
L186_2,157.2,-0.561
T8505_2,219.2,-0.703
T8466_2,210.1,-0.455
L190_1,316.7,0.053
T2480_2,282.1,0.097
T2470_1,188.9,-0.71
T8512_2,320.1,0.158
T2471_1,145.7,-0.482
T8486_1,132.2,-0.232
L191_1,161.2,-0.072
AC418_4,340.1,0.181
T2516_2,180.2,-0.823
L193_3,278.5,0.013
T8503_2,308.1,0.266
T8500_1,149.1,-0.495
T2511_2,309.1,0.431
AC418_2,332.0,0.24
T8512_1,183.0,-0.151
T8387_1,94.7,-0.017
T8420_2,342.6,0.298
T2382_1,18.5,0.22
T8523_1,115.9,-0.26
T8387_2,316.8,0.215
T8446_2,288.4,0.092
T8510_1,306.0,0.113
T8441_2,57.0,0.507
T2450_1,67.8,0.316
T8446_1,112.0,-0.049
T8491_1,34.1,0.585
AC422_1,160.0,-0.755
T8491_2,355.9,0.747
T8523_2,164.1,-0.606
T8514_1,89.1,0.011
T8514_2,311.9,0.205
T8369_1,354.5,0.754
T2450_2,341.5,0.673
T2483_2,301.2,0.189
T2481_1,41.4,0.201
T2481_2,291.7,0.112
L188_1,293.7,0.118
L192_1,134.1,-0.053
T2512_1,173.4,-0.653
T8487_2,184.8,-0.158
T2464_1,219.6,-0.274
T2505_2,280.3,0.104
T2505_1,99.6,-0.135
T16914_2,313.3,0.549
T8461_1,26.4,0.699
T8461_2,4.0,0.372
T2511_1,150.3,-0.422
T8472_2,359.5,0.187
T2449_1,355.2,0.095
T8498_1,297.6,0.08
T8503_1,195.1,-0.353
T8498_2,224.7,-0.176
T8508_2,181.1,-0.181
T8517_1,149.5,-0.14
T2504_2,330.2,0.776
T8517_2,250.1,-0.051
T17083_2,300.6,0.168
T8492_1,4.0,0.826
AC418_3,255.8,-0.063
T2465_1,223.6,-0.15
T2480_1,144.9,-0.123
T8550_1,87.7,0.033
T8525_1,75.3,0.027
AC198_3,296.0,0.026
AC420_1,348.1,0.203
T8456_1,101.0,-0.029
AC422_3,299.2,0.138
T2504_1,158.6,-0.834
T8516_1,292.8,0.13
T8522_2,205.0,-0.308
T8531_2,254.7,-0.108
T8554_1,121.1,-0.308
T2449_2,236.9,-0.099
T8550_2,184.4,-0.867
T8525_2,167.1,-0.192
T8497_1,191.7,-0.271
T8412_1,322.8,0.171
T8420_1,88.9,0.005
T8482_2,150.0,-0.638
T8528_2,207.1,-0.4
AC420_2,281.7,0.032
T8516_2,261.2,-0.053
T8528_1,140.8,-0.419
T16917_2,358.8,0.708
T2382_2,257.6,-0.104
T8522_1,176.8,-0.401
T15477_1,54.2,0.39
T8439_2,352.5,0.682
T8531_1,160.0,-0.366
T15051_1,10.5,0.636
T17094_1,9.2,0.277
T8510_2,221.3,-0.185
AC422_4,214.3,-0.146
T8530_2,294.6,0.166
T15051_2,250.0,-0.172
T8535_2,97.1,-0.041
T8441_1,57.7,0.476
T8495_1,326.3,0.365
T15477_2,15.0,0.257
T8300_1,57.2,0.335
T8300_2,334.5,0.443
T8477_2,264.2,-0.074
T16914_1,155.7,-0.741
L191_2,177.3,-0.164
T8544_2,333.7,0.492
L193_2,277.6,0.037
T2479_2,285.1,0.043
T8554_2,130.3,-0.528
T8520_2,286.4,0.032
T15048_2,19.6,0.547
T8326_2,268.2,-0.008
AC424_3,10.3,0.244
T8326_1,34.3,0.398
T2483_1,207.5,-0.175
T8369_2,11.3,0.644
T8430_2,327.4,0.583
T8305_1,25.1,0.508
T8507_2,196.0,-0.452
T15048_1,220.8,-0.193
T8540_1,293.2,0.179
T8477_1,227.4,-0.5
T8570_2,231.6,-0.138
T8570_1,137.5,-0.035
T2535_1,175.0,-0.029
T8560_1,307.9,0.064
T2535_2,250.9,-0.07
L194_2,102.5,-0.003
T8547_1,82.8,0.065
T8305_2,325.3,0.375
AC200_2,282.2,0.074
L192_2,195.0,-0.272
T8495_2,244.6,-0.245
T8439_1,69.7,0.289
T8447_1,18.3,0.644
T8438_2,342.3,0.668
T8438_1,42.7,0.508
T8520_1,120.8,-0.127
T8472_1,295.7,0.063
T8551_1,142.5,-0.403
T8551_2,264.3,-0.038
T2479_1,168.2,-0.336
AC424_1,20.9,0.184
T8563_2,287.2,0.125
L208_8,284.0,0.105
T8527_1,78.6,0.082
T17083_1,166.9,-0.369
T8527_2,146.2,-0.163
T8534_1,145.3,-0.143
T8519_1,66.4,0.203
T8534_2,216.9,-0.167
T8492_2,306.1,0.165
T8530_1,272.8,0.012
T8519_2,260.3,-0.056
T8430_1,35.2,0.431
T8541_2,326.7,0.359
T8584_1,136.0,-0.587
T8584_2,194.0,-0.238
T8581_1,59.7,0.014
T8581_2,167.0,-0.038
T8507_1,171.7,-0.63
T8482_1,132.3,-0.603
T2488_1,20.9,0.687
T2488_2,278.2,0.116
T8557_2,171.8,-0.732
T8557_1,78.2,0.172
T8382_2,340.5,0.712
T8537_1,34.1,0.738
T8533_1,303.3,0.184
T8515_1,305.9,0.088
T8533_2,283.1,0.114
T2592_2,269.1,-0.004
T2592_1,130.3,-0.097
T16751_2,347.8,0.66
T8452_1,321.5,0.498
T17086_1,33.0,0.328
T8537_2,251.3,-0.287
T8452_2,302.7,0.456
T2478_2,252.7,-0.08
T2478_1,259.3,-0.03
T8567_2,284.2,0.055
T8582_1,297.9,0.028
T8556_2,336.6,0.299
L193_1,191.0,-0.066
T8544_1,229.3,-0.194
T8595_2,100.6,-0.113
T8502_1,155.7,-0.136
T8541_1,297.9,0.06
T8585_1,241.3,-0.035
T16917_1,194.6,-0.693
T8553_1,138.9,-0.355
T2614_2,104.8,-0.031
AC201_1,8.1,0.733
T8591_2,111.4,-0.034
T8540_2,275.2,0.04
T8539_2,318.9,0.097
T8538_2,271.4,0.004
T8539_1,199.0,-0.062
T17094_2,199.9,-0.341
AC199_4,297.1,0.022
T8535_1,115.4,-0.128
T16751_1,53.5,0.319
T8529_2,227.1,-0.221
T8547_2,185.8,-0.499
L195_2,189.9,-0.045
T15622_2,292.2,0.288
T15622_1,84.7,0.068
T14778_1,25.3,0.564
T2451_2,326.9,0.517
T8382_1,25.9,0.605
T2451_1,56.4,0.485
T8513_1,270.0,0.0
T2614_1,121.8,-0.022
T8563_1,215.5,-0.25
L196_3,330.9,0.465
L196_2,279.1,0.006
AC204_3,220.0,-0.151
T8416_1,141.8,-0.191
AC201_2,327.9,0.664
T8559_2,264.0,-0.018
T8559_1,138.0,-0.148
T8447_2,356.4,0.6
T8330_1,329.1,0.396
T8330_2,304.0,0.277
T14778_2,278.0,0.125
T8509_2,206.1,-0.085
T8543_2,272.2,0.02
T8509_1,96.0,-0.018
T8536_2,302.8,0.307
T8536_1,322.4,0.348
T8502_2,300.9,0.196
T8543_1,202.8,-0.175
T8568_2,311.5,0.381
T8553_2,181.3,-0.216
